submission_day,feed_type,submission_count,normalized_submission_count
2023-04-26,PRODUCT_LIST,3,3
2023-04-26,PRODUCT_LIST_IMAGE,3,3
2023-04-26,PRODUCT_LIST_INVENTORY,3,3
2023-04-26,PRODUCT_LIST_PRICE,3,3
2023-04-27,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-04-27,PRODUCT_LIST,8,8
2023-04-27,PRODUCT_LIST_IMAGE,8,8
2023-04-27,PRODUCT_LIST_INVENTORY,8,8
2023-04-27,PRODUCT_LIST_PRICE,8,8
2023-04-27,PRODUCT_LIST_REMOVE,2,2
2023-04-28,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-04-28,PRODUCT_LIST,7,7
2023-04-28,PRODUCT_LIST_IMAGE,7,7
2023-04-28,PRODUCT_LIST_INVENTORY,7,7
2023-04-28,PRODUCT_LIST_PRICE,7,7
2023-04-30,PRODUCT_FLAT_FILE_INVLOADER,17,17
2023-04-30,PRODUCT_LIST,17,17
2023-04-30,PRODUCT_LIST_IMAGE,17,17
2023-04-30,PRODUCT_LIST_INVENTORY,17,17
2023-04-30,PRODUCT_LIST_PRICE,17,17
2023-05-01,PRODUCT_FLAT_FILE_INVLOADER,39,39
2023-05-01,PRODUCT_LIST,39,39
2023-05-01,PRODUCT_LIST_IMAGE,39,39
2023-05-01,PRODUCT_LIST_INVENTORY,39,39
2023-05-01,PRODUCT_LIST_PRICE,39,39
2023-05-01,PRODUCT_LIST_REMOVE,3,3
2023-05-02,PRODUCT_FLAT_FILE_INVLOADER,21,21
2023-05-02,PRODUCT_LIST,21,21
2023-05-02,PRODUCT_LIST_IMAGE,21,21
2023-05-02,PRODUCT_LIST_INVENTORY,21,21
2023-05-02,PRODUCT_LIST_PRICE,21,21
2023-05-02,PRODUCT_LIST_REMOVE,10,10
2023-05-03,PRODUCT_FLAT_FILE_INVLOADER,11,11
2023-05-03,PRODUCT_LIST,12,12
2023-05-03,PRODUCT_LIST_IMAGE,11,11
2023-05-03,PRODUCT_LIST_INVENTORY,11,11
2023-05-03,PRODUCT_LIST_PRICE,11,11
2023-05-03,PRODUCT_LIST_REMOVE,3,3
2023-05-04,PRODUCT_FLAT_FILE_INVLOADER,17,17
2023-05-04,PRODUCT_LIST,19,19
2023-05-04,PRODUCT_LIST_IMAGE,17,17
2023-05-04,PRODUCT_LIST_INVENTORY,17,17
2023-05-04,PRODUCT_LIST_PRICE,17,17
2023-05-05,PRODUCT_FLAT_FILE_INVLOADER,6,6
2023-05-05,PRODUCT_LIST,9,9
2023-05-05,PRODUCT_LIST_IMAGE,6,6
2023-05-05,PRODUCT_LIST_INVENTORY,6,6
2023-05-05,PRODUCT_LIST_PRICE,6,6
2023-05-05,PRODUCT_LIST_REMOVE,39,39
2023-05-06,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-05-06,PRODUCT_LIST,6,6
2023-05-06,PRODUCT_LIST_IMAGE,8,8
2023-05-06,PRODUCT_LIST_INVENTORY,8,8
2023-05-06,PRODUCT_LIST_PRICE,8,8
2023-05-07,PRODUCT_FLAT_FILE_INVLOADER,5,5
2023-05-07,PRODUCT_LIST,6,6
2023-05-07,PRODUCT_LIST_IMAGE,5,5
2023-05-07,PRODUCT_LIST_INVENTORY,5,5
2023-05-07,PRODUCT_LIST_PRICE,5,5
2023-05-08,PRODUCT_FLAT_FILE_INVLOADER,9,9
2023-05-08,PRODUCT_LIST,8,8
2023-05-08,PRODUCT_LIST_IMAGE,9,9
2023-05-08,PRODUCT_LIST_INVENTORY,9,9
2023-05-08,PRODUCT_LIST_PRICE,9,9
2023-05-08,PRODUCT_LIST_REMOVE,2,2
2023-05-09,PRODUCT_FLAT_FILE_INVLOADER,20,20
2023-05-09,PRODUCT_LIST,20,20
2023-05-09,PRODUCT_LIST_IMAGE,20,20
2023-05-09,PRODUCT_LIST_INVENTORY,20,20
2023-05-09,PRODUCT_LIST_PRICE,20,20
2023-05-09,PRODUCT_LIST_REMOVE,7,7
2023-05-10,PRODUCT_FLAT_FILE_INVLOADER,9,9
2023-05-10,PRODUCT_LIST,9,9
2023-05-10,PRODUCT_LIST_IMAGE,9,9
2023-05-10,PRODUCT_LIST_INVENTORY,9,9
2023-05-10,PRODUCT_LIST_PRICE,9,9
2023-05-11,PRODUCT_FLAT_FILE_INVLOADER,18,18
2023-05-11,PRODUCT_LIST,18,18
2023-05-11,PRODUCT_LIST_IMAGE,18,18
2023-05-11,PRODUCT_LIST_INVENTORY,18,18
2023-05-11,PRODUCT_LIST_PRICE,18,18
2023-05-11,PRODUCT_LIST_REMOVE,8,8
2023-05-12,PRODUCT_FLAT_FILE_INVLOADER,6,6
2023-05-12,PRODUCT_LIST,8,8
2023-05-12,PRODUCT_LIST_IMAGE,6,6
2023-05-12,PRODUCT_LIST_INVENTORY,6,6
2023-05-12,PRODUCT_LIST_PRICE,6,6
2023-05-12,PRODUCT_LIST_REMOVE,1,1
2023-05-13,PRODUCT_FLAT_FILE_INVLOADER,6,6
2023-05-13,PRODUCT_LIST,6,6
2023-05-13,PRODUCT_LIST_IMAGE,6,6
2023-05-13,PRODUCT_LIST_INVENTORY,6,6
2023-05-13,PRODUCT_LIST_PRICE,6,6
2023-05-14,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-05-14,PRODUCT_LIST,3,3
2023-05-14,PRODUCT_LIST_IMAGE,3,3
2023-05-14,PRODUCT_LIST_INVENTORY,3,3
2023-05-14,PRODUCT_LIST_PRICE,3,3
2023-05-14,PRODUCT_LIST_REMOVE,3,3
2023-05-15,PRODUCT_FLAT_FILE_INVLOADER,2,2
2023-05-15,PRODUCT_LIST,2,2
2023-05-15,PRODUCT_LIST_IMAGE,2,2
2023-05-15,PRODUCT_LIST_INVENTORY,2,2
2023-05-15,PRODUCT_LIST_PRICE,2,2
2023-05-15,PRODUCT_LIST_REMOVE,1,1
2023-05-16,PRODUCT_FLAT_FILE_INVLOADER,13,13
2023-05-16,PRODUCT_LIST,13,13
2023-05-16,PRODUCT_LIST_IMAGE,13,13
2023-05-16,PRODUCT_LIST_INVENTORY,13,13
2023-05-16,PRODUCT_LIST_PRICE,13,13
2023-05-16,PRODUCT_LIST_REMOVE,1,1
2023-05-17,PRODUCT_FLAT_FILE_INVLOADER,16,16
2023-05-17,PRODUCT_LIST,16,16
2023-05-17,PRODUCT_LIST_IMAGE,16,16
2023-05-17,PRODUCT_LIST_INVENTORY,16,16
2023-05-17,PRODUCT_LIST_PRICE,16,16
2023-05-18,PRODUCT_FLAT_FILE_INVLOADER,122,11
2023-05-18,PRODUCT_LIST,234,12
2023-05-18,PRODUCT_LIST_IMAGE,122,11
2023-05-18,PRODUCT_LIST_INVENTORY,122,11
2023-05-18,PRODUCT_LIST_PRICE,122,11
2023-05-19,PRODUCT_FLAT_FILE_INVLOADER,1101,11
2023-05-19,PRODUCT_LIST,1039,12
2023-05-19,PRODUCT_LIST_IMAGE,1101,11
2023-05-19,PRODUCT_LIST_INVENTORY,1101,11
2023-05-19,PRODUCT_LIST_PRICE,1101,11
2023-05-20,PRODUCT_FLAT_FILE_INVLOADER,1050,11
2023-05-20,PRODUCT_LIST,1052,12
2023-05-20,PRODUCT_LIST_IMAGE,1050,11
2023-05-20,PRODUCT_LIST_INVENTORY,1050,11
2023-05-20,PRODUCT_LIST_PRICE,1050,11
2023-05-21,PRODUCT_FLAT_FILE_INVLOADER,950,11
2023-05-21,PRODUCT_LIST,953,12
2023-05-21,PRODUCT_LIST_IMAGE,950,11
2023-05-21,PRODUCT_LIST_INVENTORY,950,11
2023-05-21,PRODUCT_LIST_PRICE,950,11
2023-05-22,PRODUCT_FLAT_FILE_INVLOADER,1092,11
2023-05-22,PRODUCT_LIST,1088,12
2023-05-22,PRODUCT_LIST_IMAGE,1092,11
2023-05-22,PRODUCT_LIST_INVENTORY,1092,11
2023-05-22,PRODUCT_LIST_PRICE,1092,11
2023-05-22,PRODUCT_LIST_REMOVE,4,4
2023-05-23,PRODUCT_FLAT_FILE_INVLOADER,1159,11
2023-05-23,PRODUCT_LIST,1109,12
2023-05-23,PRODUCT_LIST_IMAGE,1159,11
2023-05-23,PRODUCT_LIST_INVENTORY,1159,11
2023-05-23,PRODUCT_LIST_PRICE,1159,11
2023-05-23,PRODUCT_LIST_REMOVE,1,1
2023-05-24,PRODUCT_FLAT_FILE_INVLOADER,1107,11
2023-05-24,PRODUCT_LIST,1157,12
2023-05-24,PRODUCT_LIST_IMAGE,1107,11
2023-05-24,PRODUCT_LIST_INVENTORY,1107,11
2023-05-24,PRODUCT_LIST_PRICE,1107,11
2023-05-24,PRODUCT_LIST_REMOVE,4,4
2023-05-25,PRODUCT_FLAT_FILE_INVLOADER,1053,11
2023-05-25,PRODUCT_LIST,1057,12
2023-05-25,PRODUCT_LIST_IMAGE,1053,11
2023-05-25,PRODUCT_LIST_INVENTORY,1053,11
2023-05-25,PRODUCT_LIST_PRICE,1053,11
2023-05-25,PRODUCT_LIST_REMOVE,5,5
2023-05-26,PRODUCT_FLAT_FILE_INVLOADER,754,11
2023-05-26,PRODUCT_LIST,705,12
2023-05-26,PRODUCT_LIST_IMAGE,754,11
2023-05-26,PRODUCT_LIST_INVENTORY,754,11
2023-05-26,PRODUCT_LIST_PRICE,754,11
2023-05-26,PRODUCT_LIST_REMOVE,1,1
2023-05-27,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-05-27,PRODUCT_LIST,7,7
2023-05-27,PRODUCT_LIST_IMAGE,7,7
2023-05-27,PRODUCT_LIST_INVENTORY,7,7
2023-05-27,PRODUCT_LIST_PRICE,7,7
2023-05-28,PRODUCT_FLAT_FILE_INVLOADER,17,17
2023-05-28,PRODUCT_LIST,17,17
2023-05-28,PRODUCT_LIST_IMAGE,17,17
2023-05-28,PRODUCT_LIST_INVENTORY,17,17
2023-05-28,PRODUCT_LIST_PRICE,17,17
2023-05-29,PRODUCT_FLAT_FILE_INVLOADER,18,18
2023-05-29,PRODUCT_LIST,18,18
2023-05-29,PRODUCT_LIST_IMAGE,18,18
2023-05-29,PRODUCT_LIST_INVENTORY,18,18
2023-05-29,PRODUCT_LIST_PRICE,18,18
2023-05-29,PRODUCT_LIST_REMOVE,3,3
2023-05-30,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-05-30,PRODUCT_LIST,3,3
2023-05-30,PRODUCT_LIST_IMAGE,3,3
2023-05-30,PRODUCT_LIST_INVENTORY,3,3
2023-05-30,PRODUCT_LIST_PRICE,3,3
2023-05-30,PRODUCT_LIST_REMOVE,4,4
2023-05-31,PRODUCT_FLAT_FILE_INVLOADER,9,9
2023-05-31,PRODUCT_LIST,9,9
2023-05-31,PRODUCT_LIST_IMAGE,9,9
2023-05-31,PRODUCT_LIST_INVENTORY,9,9
2023-05-31,PRODUCT_LIST_PRICE,9,9
2023-05-31,PRODUCT_LIST_REMOVE,9,9
2023-06-01,PRODUCT_FLAT_FILE_INVLOADER,4,4
2023-06-01,PRODUCT_LIST,5,5
2023-06-01,PRODUCT_LIST_IMAGE,4,4
2023-06-01,PRODUCT_LIST_INVENTORY,4,4
2023-06-01,PRODUCT_LIST_PRICE,4,4
2023-06-02,PRODUCT_FLAT_FILE_INVLOADER,11,11
2023-06-02,PRODUCT_LIST,10,10
2023-06-02,PRODUCT_LIST_IMAGE,11,11
2023-06-02,PRODUCT_LIST_INVENTORY,11,11
2023-06-02,PRODUCT_LIST_PRICE,11,11
2023-06-03,PRODUCT_FLAT_FILE_INVLOADER,20,20
2023-06-03,PRODUCT_LIST,20,20
2023-06-03,PRODUCT_LIST_IMAGE,20,20
2023-06-03,PRODUCT_LIST_INVENTORY,20,20
2023-06-03,PRODUCT_LIST_PRICE,20,20
2023-06-04,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-06-04,PRODUCT_LIST,3,3
2023-06-04,PRODUCT_LIST_IMAGE,3,3
2023-06-04,PRODUCT_LIST_INVENTORY,3,3
2023-06-04,PRODUCT_LIST_PRICE,3,3
2023-06-05,PRODUCT_FLAT_FILE_INVLOADER,13,13
2023-06-05,PRODUCT_LIST,13,13
2023-06-05,PRODUCT_LIST_IMAGE,13,13
2023-06-05,PRODUCT_LIST_INVENTORY,13,13
2023-06-05,PRODUCT_LIST_PRICE,13,13
2023-06-06,PRODUCT_FLAT_FILE_INVLOADER,17,17
2023-06-06,PRODUCT_LIST,17,17
2023-06-06,PRODUCT_LIST_IMAGE,17,17
2023-06-06,PRODUCT_LIST_INVENTORY,17,17
2023-06-06,PRODUCT_LIST_PRICE,17,17
2023-06-07,PRODUCT_FLAT_FILE_INVLOADER,13,13
2023-06-07,PRODUCT_LIST,13,13
2023-06-07,PRODUCT_LIST_IMAGE,13,13
2023-06-07,PRODUCT_LIST_INVENTORY,13,13
2023-06-07,PRODUCT_LIST_PRICE,13,13
2023-06-08,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-06-08,PRODUCT_LIST,7,7
2023-06-08,PRODUCT_LIST_IMAGE,7,7
2023-06-08,PRODUCT_LIST_INVENTORY,7,7
2023-06-08,PRODUCT_LIST_PRICE,7,7
2023-06-08,PRODUCT_LIST_REMOVE,1,1
2023-06-09,PRODUCT_FLAT_FILE_INVLOADER,9,9
2023-06-09,PRODUCT_LIST,9,9
2023-06-09,PRODUCT_LIST_IMAGE,9,9
2023-06-09,PRODUCT_LIST_INVENTORY,9,9
2023-06-09,PRODUCT_LIST_PRICE,9,9
2023-06-09,PRODUCT_LIST_REMOVE,1,1
2023-06-10,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-06-10,PRODUCT_LIST,8,8
2023-06-10,PRODUCT_LIST_IMAGE,8,8
2023-06-10,PRODUCT_LIST_INVENTORY,8,8
2023-06-10,PRODUCT_LIST_PRICE,8,8
2023-06-11,PRODUCT_FLAT_FILE_INVLOADER,21,21
2023-06-11,PRODUCT_LIST,21,21
2023-06-11,PRODUCT_LIST_IMAGE,21,21
2023-06-11,PRODUCT_LIST_INVENTORY,21,21
2023-06-11,PRODUCT_LIST_PRICE,21,21
2023-06-12,PRODUCT_FLAT_FILE_INVLOADER,6,6
2023-06-12,PRODUCT_LIST,6,6
2023-06-12,PRODUCT_LIST_IMAGE,6,6
2023-06-12,PRODUCT_LIST_INVENTORY,6,6
2023-06-12,PRODUCT_LIST_PRICE,6,6
2023-06-12,PRODUCT_LIST_REMOVE,5,5
2023-06-13,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-06-13,PRODUCT_LIST,3,3
2023-06-13,PRODUCT_LIST_IMAGE,3,3
2023-06-13,PRODUCT_LIST_INVENTORY,3,3
2023-06-13,PRODUCT_LIST_PRICE,3,3
2023-06-13,PRODUCT_LIST_REMOVE,4,4
2023-06-14,PRODUCT_FLAT_FILE_INVLOADER,22,22
2023-06-14,PRODUCT_LIST,22,22
2023-06-14,PRODUCT_LIST_IMAGE,22,22
2023-06-14,PRODUCT_LIST_INVENTORY,22,22
2023-06-14,PRODUCT_LIST_PRICE,22,22
2023-06-14,PRODUCT_LIST_REMOVE,2,2
2023-06-15,PRODUCT_FLAT_FILE_INVLOADER,14,14
2023-06-15,PRODUCT_LIST,14,14
2023-06-15,PRODUCT_LIST_IMAGE,14,14
2023-06-15,PRODUCT_LIST_INVENTORY,14,14
2023-06-15,PRODUCT_LIST_PRICE,14,14
2023-06-16,PRODUCT_FLAT_FILE_INVLOADER,9,9
2023-06-16,PRODUCT_LIST,9,9
2023-06-16,PRODUCT_LIST_IMAGE,9,9
2023-06-16,PRODUCT_LIST_INVENTORY,9,9
2023-06-16,PRODUCT_LIST_PRICE,9,9
2023-06-17,PRODUCT_FLAT_FILE_INVLOADER,6,6
2023-06-17,PRODUCT_LIST,6,6
2023-06-17,PRODUCT_LIST_IMAGE,6,6
2023-06-17,PRODUCT_LIST_INVENTORY,6,6
2023-06-17,PRODUCT_LIST_PRICE,6,6
2023-06-18,PRODUCT_FLAT_FILE_INVLOADER,4,4
2023-06-18,PRODUCT_LIST,4,4
2023-06-18,PRODUCT_LIST_IMAGE,4,4
2023-06-18,PRODUCT_LIST_INVENTORY,4,4
2023-06-18,PRODUCT_LIST_PRICE,4,4
2023-06-18,PRODUCT_LIST_REMOVE,2,2
2023-06-19,PRODUCT_FLAT_FILE_INVLOADER,1,1
2023-06-19,PRODUCT_LIST,1,1
2023-06-19,PRODUCT_LIST_IMAGE,1,1
2023-06-19,PRODUCT_LIST_INVENTORY,1,1
2023-06-19,PRODUCT_LIST_PRICE,1,1
2023-06-19,PRODUCT_LIST_REMOVE,11,11
2023-06-20,PRODUCT_FLAT_FILE_INVLOADER,14,14
2023-06-20,PRODUCT_LIST,14,14
2023-06-20,PRODUCT_LIST_IMAGE,14,14
2023-06-20,PRODUCT_LIST_INVENTORY,14,14
2023-06-20,PRODUCT_LIST_PRICE,14,14
2023-06-21,PRODUCT_FLAT_FILE_INVLOADER,12,12
2023-06-21,PRODUCT_LIST,12,12
2023-06-21,PRODUCT_LIST_IMAGE,12,12
2023-06-21,PRODUCT_LIST_INVENTORY,12,12
2023-06-21,PRODUCT_LIST_PRICE,12,12
2023-06-21,PRODUCT_LIST_REMOVE,1,1
2023-06-22,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-06-22,PRODUCT_LIST,4,4
2023-06-22,PRODUCT_LIST_IMAGE,3,3
2023-06-22,PRODUCT_LIST_INVENTORY,3,3
2023-06-22,PRODUCT_LIST_PRICE,3,3
2023-06-22,PRODUCT_LIST_REMOVE,1,1
2023-06-23,PRODUCT_FLAT_FILE_INVLOADER,19,19
2023-06-23,PRODUCT_LIST,19,19
2023-06-23,PRODUCT_LIST_IMAGE,19,19
2023-06-23,PRODUCT_LIST_INVENTORY,19,19
2023-06-23,PRODUCT_LIST_PRICE,19,19
2023-06-24,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-06-24,PRODUCT_LIST,3,3
2023-06-24,PRODUCT_LIST_IMAGE,3,3
2023-06-24,PRODUCT_LIST_INVENTORY,3,3
2023-06-24,PRODUCT_LIST_PRICE,3,3
2023-06-25,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-06-25,PRODUCT_LIST,9,9
2023-06-25,PRODUCT_LIST_IMAGE,8,8
2023-06-25,PRODUCT_LIST_INVENTORY,8,8
2023-06-25,PRODUCT_LIST_PRICE,8,8
2023-06-26,PRODUCT_FLAT_FILE_INVLOADER,1,1
2023-06-26,PRODUCT_LIST,1,1
2023-06-26,PRODUCT_LIST_IMAGE,1,1
2023-06-26,PRODUCT_LIST_INVENTORY,1,1
2023-06-26,PRODUCT_LIST_PRICE,1,1
2023-06-26,PRODUCT_LIST_REMOVE,3,3
2023-06-27,PRODUCT_FLAT_FILE_INVLOADER,19,19
2023-06-27,PRODUCT_LIST,19,19
2023-06-27,PRODUCT_LIST_IMAGE,19,19
2023-06-27,PRODUCT_LIST_INVENTORY,19,19
2023-06-27,PRODUCT_LIST_PRICE,19,19
2023-06-27,PRODUCT_LIST_REMOVE,2,2
2023-06-28,PRODUCT_FLAT_FILE_INVLOADER,1,1
2023-06-28,PRODUCT_LIST,1,1
2023-06-28,PRODUCT_LIST_IMAGE,1,1
2023-06-28,PRODUCT_LIST_INVENTORY,1,1
2023-06-28,PRODUCT_LIST_PRICE,1,1
2023-06-28,PRODUCT_LIST_REMOVE,1,1
2023-06-29,PRODUCT_FLAT_FILE_INVLOADER,5,5
2023-06-29,PRODUCT_LIST,6,6
2023-06-29,PRODUCT_LIST_IMAGE,5,5
2023-06-29,PRODUCT_LIST_INVENTORY,5,5
2023-06-29,PRODUCT_LIST_PRICE,5,5
2023-06-29,PRODUCT_LIST_REMOVE,25,25
2023-06-30,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-06-30,PRODUCT_LIST,7,7
2023-06-30,PRODUCT_LIST_IMAGE,7,7
2023-06-30,PRODUCT_LIST_INVENTORY,7,7
2023-06-30,PRODUCT_LIST_PRICE,7,7
2023-06-30,PRODUCT_LIST_REMOVE,53,53
2023-07-01,PRODUCT_FLAT_FILE_INVLOADER,4,4
2023-07-01,PRODUCT_LIST,4,4
2023-07-01,PRODUCT_LIST_IMAGE,4,4
2023-07-01,PRODUCT_LIST_INVENTORY,4,4
2023-07-01,PRODUCT_LIST_PRICE,4,4
2023-07-02,PRODUCT_FLAT_FILE_INVLOADER,1,1
2023-07-02,PRODUCT_LIST,1,1
2023-07-02,PRODUCT_LIST_IMAGE,1,1
2023-07-02,PRODUCT_LIST_INVENTORY,1,1
2023-07-02,PRODUCT_LIST_PRICE,1,1
2023-07-03,PRODUCT_FLAT_FILE_INVLOADER,2,2
2023-07-03,PRODUCT_LIST,2,2
2023-07-03,PRODUCT_LIST_IMAGE,2,2
2023-07-03,PRODUCT_LIST_INVENTORY,2,2
2023-07-03,PRODUCT_LIST_PRICE,2,2
2023-07-03,PRODUCT_LIST_REMOVE,5,5
2023-07-04,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-07-04,PRODUCT_LIST,7,7
2023-07-04,PRODUCT_LIST_IMAGE,7,7
2023-07-04,PRODUCT_LIST_INVENTORY,7,7
2023-07-04,PRODUCT_LIST_PRICE,7,7
2023-07-04,PRODUCT_LIST_REMOVE,4,4
2023-07-05,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-07-05,PRODUCT_LIST,7,7
2023-07-05,PRODUCT_LIST_IMAGE,7,7
2023-07-05,PRODUCT_LIST_INVENTORY,7,7
2023-07-05,PRODUCT_LIST_PRICE,7,7
2023-07-05,PRODUCT_LIST_REMOVE,1,1
2023-07-06,PRODUCT_FLAT_FILE_INVLOADER,11,11
2023-07-06,PRODUCT_LIST,11,11
2023-07-06,PRODUCT_LIST_IMAGE,11,11
2023-07-06,PRODUCT_LIST_INVENTORY,11,11
2023-07-06,PRODUCT_LIST_PRICE,11,11
2023-07-06,PRODUCT_LIST_REMOVE,5,5
2023-07-07,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-07-07,PRODUCT_LIST,8,8
2023-07-07,PRODUCT_LIST_IMAGE,8,8
2023-07-07,PRODUCT_LIST_INVENTORY,8,8
2023-07-07,PRODUCT_LIST_PRICE,8,8
2023-07-07,PRODUCT_LIST_REMOVE,2,2
2023-07-08,PRODUCT_FLAT_FILE_INVLOADER,41,41
2023-07-08,PRODUCT_LIST,41,41
2023-07-08,PRODUCT_LIST_IMAGE,41,41
2023-07-08,PRODUCT_LIST_INVENTORY,41,41
2023-07-08,PRODUCT_LIST_PRICE,41,41
2023-07-09,PRODUCT_FLAT_FILE_INVLOADER,13,13
2023-07-09,PRODUCT_LIST,15,15
2023-07-09,PRODUCT_LIST_IMAGE,13,13
2023-07-09,PRODUCT_LIST_INVENTORY,13,13
2023-07-09,PRODUCT_LIST_PRICE,13,13
2023-07-10,PRODUCT_FLAT_FILE_INVLOADER,21,21
2023-07-10,PRODUCT_LIST,19,19
2023-07-10,PRODUCT_LIST_IMAGE,21,21
2023-07-10,PRODUCT_LIST_INVENTORY,21,21
2023-07-10,PRODUCT_LIST_PRICE,21,21
2023-07-10,PRODUCT_LIST_REMOVE,7,7
2023-07-11,PRODUCT_FLAT_FILE_INVLOADER,12,12
2023-07-11,PRODUCT_LIST,12,12
2023-07-11,PRODUCT_LIST_IMAGE,12,12
2023-07-11,PRODUCT_LIST_INVENTORY,12,12
2023-07-11,PRODUCT_LIST_PRICE,12,12
2023-07-11,PRODUCT_LIST_REMOVE,2,2
2023-07-12,PRODUCT_FLAT_FILE_INVLOADER,10,10
2023-07-12,PRODUCT_LIST,10,10
2023-07-12,PRODUCT_LIST_IMAGE,10,10
2023-07-12,PRODUCT_LIST_INVENTORY,10,10
2023-07-12,PRODUCT_LIST_PRICE,10,10
2023-07-12,PRODUCT_LIST_REMOVE,4,4
2023-07-13,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-07-13,PRODUCT_LIST,8,8
2023-07-13,PRODUCT_LIST_IMAGE,8,8
2023-07-13,PRODUCT_LIST_INVENTORY,8,8
2023-07-13,PRODUCT_LIST_PRICE,8,8
2023-07-13,PRODUCT_LIST_REMOVE,3,3
2023-07-14,PRODUCT_FLAT_FILE_INVLOADER,12,12
2023-07-14,PRODUCT_LIST,12,12
2023-07-14,PRODUCT_LIST_IMAGE,12,12
2023-07-14,PRODUCT_LIST_INVENTORY,12,12
2023-07-14,PRODUCT_LIST_PRICE,12,12
2023-07-14,PRODUCT_LIST_REMOVE,2,2
2023-07-15,PRODUCT_FLAT_FILE_INVLOADER,12,12
2023-07-15,PRODUCT_LIST,12,12
2023-07-15,PRODUCT_LIST_IMAGE,12,12
2023-07-15,PRODUCT_LIST_INVENTORY,12,12
2023-07-15,PRODUCT_LIST_PRICE,12,12
2023-07-16,PRODUCT_FLAT_FILE_INVLOADER,8,8
2023-07-16,PRODUCT_LIST,8,8
2023-07-16,PRODUCT_LIST_IMAGE,8,8
2023-07-16,PRODUCT_LIST_INVENTORY,8,8
2023-07-16,PRODUCT_LIST_PRICE,8,8
2023-07-17,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-07-17,PRODUCT_LIST,7,7
2023-07-17,PRODUCT_LIST_IMAGE,7,7
2023-07-17,PRODUCT_LIST_INVENTORY,7,7
2023-07-17,PRODUCT_LIST_PRICE,7,7
2023-07-18,PRODUCT_FLAT_FILE_INVLOADER,15,15
2023-07-18,PRODUCT_LIST,15,15
2023-07-18,PRODUCT_LIST_IMAGE,15,15
2023-07-18,PRODUCT_LIST_INVENTORY,15,15
2023-07-18,PRODUCT_LIST_PRICE,15,15
2023-07-18,PRODUCT_LIST_REMOVE,1,1
2023-07-19,PRODUCT_FLAT_FILE_INVLOADER,6,6
2023-07-19,PRODUCT_LIST,6,6
2023-07-19,PRODUCT_LIST_IMAGE,6,6
2023-07-19,PRODUCT_LIST_INVENTORY,6,6
2023-07-19,PRODUCT_LIST_PRICE,6,6
2023-07-19,PRODUCT_LIST_REMOVE,6,6
2023-07-20,PRODUCT_FLAT_FILE_INVLOADER,1,1
2023-07-20,PRODUCT_LIST,1,1
2023-07-20,PRODUCT_LIST_IMAGE,1,1
2023-07-20,PRODUCT_LIST_INVENTORY,1,1
2023-07-20,PRODUCT_LIST_PRICE,1,1
2023-07-21,PRODUCT_FLAT_FILE_INVLOADER,7,7
2023-07-21,PRODUCT_LIST,7,7
2023-07-21,PRODUCT_LIST_IMAGE,7,7
2023-07-21,PRODUCT_LIST_INVENTORY,7,7
2023-07-21,PRODUCT_LIST_PRICE,7,7
2023-07-21,PRODUCT_LIST_REMOVE,3,3
2023-07-22,PRODUCT_FLAT_FILE_INVLOADER,16,16
2023-07-22,PRODUCT_LIST,16,16
2023-07-22,PRODUCT_LIST_IMAGE,16,16
2023-07-22,PRODUCT_LIST_INVENTORY,16,16
2023-07-22,PRODUCT_LIST_PRICE,16,16
2023-07-23,PRODUCT_FLAT_FILE_INVLOADER,14,14
2023-07-23,PRODUCT_LIST,14,14
2023-07-23,PRODUCT_LIST_IMAGE,14,14
2023-07-23,PRODUCT_LIST_INVENTORY,14,14
2023-07-23,PRODUCT_LIST_PRICE,14,14
2023-07-24,PRODUCT_FLAT_FILE_INVLOADER,3,3
2023-07-24,PRODUCT_LIST,3,3
2023-07-24,PRODUCT_LIST_IMAGE,3,3
2023-07-24,PRODUCT_LIST_INVENTORY,3,3
2023-07-24,PRODUCT_LIST_PRICE,3,3
2023-07-24,PRODUCT_LIST_REMOVE,2,2
2023-07-25,PRODUCT_FLAT_FILE_INVLOADER,17,17
2023-07-25,PRODUCT_LIST,17,17
2023-07-25,PRODUCT_LIST_IMAGE,17,17
2023-07-25,PRODUCT_LIST_INVENTORY,17,17
2023-07-25,PRODUCT_LIST_PRICE,17,17
2023-07-25,PRODUCT_LIST_REMOVE,7,7
